"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","median","max"
"61","Boua1",0,0,"Oui","M91","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"62","Boua2",0,0,"Oui","M76","","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22625.2879203358,0,0,0,0,0,9863.62628293346,48714.5232436876
"63","Kakélo6",0,1,"Non","M108","F","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,8148.95067736465,2796.94375733602,2341.8448165916,0,0,0,0,0,96471.9191831083,89274.8286974479,83339.1148518959,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150717.801659371,0,0,11840.2978704713,150717.801659371
"64","Bakouengué",0,1,"Non","M31","M","Berandjokou",6,"Adulte",0,0,12358.4418328894,5792.10744501965,5706.8278067743,2354.70991101907,0,0,0,0,0,0,0,0,0,0,0,0,0,115957.801986761,119852.135101528,0,103119.595029403,0,0,0,0,0,0,0,0,0,65289.7993787792,0,23900.5982679839,0,163645.148169634,0,0,0,24156.7445854683,0,0,77389.9041091885,0,0,0,0,0,0,0,0,0,0,0,0,112920.903689219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65289.7993787792,163645.148169634
"65","Kakélo5",0,1,"Non","M99","F","Bangui",1,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,7848.88419351203,2480.03501039679,2009.72857423378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567.8787351302,0,0,0,0,0,50486.2716079486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79354.8803328113,0,0,0,0,9708.38146432112,79354.8803328113
"66","Boua2",0,0,"Oui","M79","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"67","Kakélo5",0,0,"Oui","M144","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,2480.03501039679,2009.72857423378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50486.2716079486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27304.8179108581,0,0,0,0,0,14892.4264606274,50486.2716079486
"68","Kakélo6",0,0,"Oui","M110","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,2796.94375733602,2341.8448165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27327.593512902,0,0,0,0,0,9994.62427391797,50376.2539772928
"69","Kakélo6",0,0,"Oui","M106","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136588.681769081,0,0,0,0,0,0,0,0,0,0,0,0,0,50376.2539772928,136588.681769081
"70","Kakélo6",0,0,"Oui","M155","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"71","Molapa_MA",0,1,"Non","M24","M","Bangui",0,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118055.666746253,109043.327784915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109043.327784915,118055.666746253
"72","Kakélo4",0,0,"Oui","M117","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,2211.02980634604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860.38936489674,11509.7489234474
"73","Kakélo2",0,1,"Non","M83","M","Bangui",6,"Adulte",0,0,0,0,0,0,0,0,0,14631.1288382643,9085.00963425744,8919.50767534176,6779.67222175919,0,0,0,0,2009.72857423378,2341.8448165916,0,94426.4274009964,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085.00963425744,94426.4274009964
"74","Bateké1",0,0,"Oui","M13","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395.0632459383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7082.2725587563,0,0,0,0,0,13738.6679023473,20395.0632459383
"75","Bateké1",0,1,"Non","M12","F","Macao",1,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395.0632459383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7082.2725587563,0,0,0,0,0,13738.6679023473,20395.0632459383
"76","Kakélo4",0,0,"Oui","M163","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27460.7476359288,0,0,0,0,0,39087.7995010578,50714.8513661867
"77","Kakélo6",0,1,"Non","M150","M","Macao",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,0,2796.94375733602,2341.8448165916,0,0,0,0,0,96471.9191831083,0,83339.1148518959,0,0,0,0,123770.103643903,0,0,0,0,0,0,0,0,0,0,0,0,50376.2539772928,0,0,59677.487538282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50376.2539772928,123770.103643903
"78","Kakélo4",0,0,"Oui","M169","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"79","Mopendé",0,1,"Non","M41","F","Papé",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600.904756644,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96112.5056847316,0,0,0,0,31106.7974446578,96112.5056847316
"80","Kakélo4",0,1,"Non","M115","M","",NA,"Adulte",0,0,0,0,0,0,0,0,0,14270.526473673,10038.0800338818,9863.62628293346,7756.07326036817,2211.02980634604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,161012.496432562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10773.9144786646,161012.496432562
"81","Kakélo2",0,1,"Non","M131","M","Bangui",3,"Adulte",0,0,0,0,0,0,0,0,0,0,9085.00963425744,8919.50767534176,6779.67222175919,0,0,0,0,2009.72857423378,2341.8448165916,0,94426.4274009964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8919.50767534176,94426.4274009964
"82","Molapa_MA",0,1,"Non","M25","F","Macao",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5922.34270342237,0,0,0,0,0,15770.5056321365,25618.6685608506
"83","Boua2",0,0,"Oui","M123","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9617.93209006675,48714.5232436876
"84","Boua1",0,1,"Non","M137","F","Dongou",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,0,0,0,0,0,94999.900951864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48740.7224788328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9172.8837897126,94999.900951864
"85","Kakélo1",0,1,"Non","M97","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,6877.51579948087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804.3359712803,0,0,0,0,0,52276.2931404123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28343.0997733591,19573.7178723197,52276.2931404123
"86","Papé",0,0,"Oui","M50","F","Papé",NA,"Enfant",0,0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,120742.710053692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,120742.710053692
"87","Papé",0,0,"Oui","M45","F","Papé",NA,"Enfant",0,0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795.34338897457,34925.8157462238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10204.1942258301,0,0,0,0,0,7999.76880740233,34925.8157462238
"88","Atanga",0,0,"Non","M172","F","Macao",NA,"Adolescent",0,0,0,13414.890310879,13207.5851184748,7467.34026956874,0,0,4046.18989633476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92437.1250102338,0,0,0,0,13311.2377146769,92437.1250102338
"89","Kakélo4",0,0,"Oui","M166","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27460.7476359288,0,0,0,0,0,39087.7995010578,50714.8513661867
"90","Boua2",0,1,"Non","M122","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88847.6532120732,0,0,0,0,9863.62628293346,88847.6532120732
"91","Kakélo4",0,1,"Non","M161","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,2211.02980634604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27460.7476359288,0,0,0,0,0,27460.7476359288,50714.8513661867
"92","Boua2",0,0,"Oui","M125","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"93","Kakélo4",0,0,"Oui","M165","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"94","Kakélo2",0,0,"Non","M89","M","Bangui",NA,"Adolescent",0,0,0,0,0,26605.6277532863,0,0,0,14631.1288382643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152464.817627459,0,0,26605.6277532863,152464.817627459
"95","Moyimbi",0,1,"Non","M1","F","Dongou",6,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8325.18714944852,0,0,0,0,0,21664.4863618594,35003.7855742702
"96","Kakélo6",0,1,"Non","M107","M","Bayanga",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,2796.94375733602,2341.8448165916,0,0,0,0,0,96471.9191831083,0,0,0,0,0,0,123770.103643903,0,0,0,0,44837.0938030068,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,59677.487538282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47606.6738901498,123770.103643903
"97","Moyimbi",0,1,"Non","M7","M","Macao",2,"Adulte",0,0,0,14609.3987819375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53423.603270404,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163902.054715485,0,0,44213.6944223371,163902.054715485
"98","Mopendé",1,1,"Non","M33","M","Papé",NA,"Personne âgée",3761.25540820606,4604.49087805054,0,0,0,0,0,0,3837.0658469564,0,0,0,0,0,0,0,0,0,0,0,112567.302450811,0,0,0,0,0,0,143078.520478858,0,0,0,0,0,0,0,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,165238.683303538,0,0,0,0,0,0,0,0,118207.438280251,135923.21398039,0,0,0,335683.187372384,0,0,0,0,0,0,0,0,0,115387.370365531,335683.187372384
"99","Mopendé",0,0,"Non","M37","M","Papé",NA,"Adolescent",0,0,0,0,0,0,0,0,3837.0658469564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600.904756644,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96112.5056847316,0,0,0,0,23853.8511006509,96112.5056847316
"100","Malomba",1,1,"Non","M55","M","Bangui",NA,"Personne âgée",0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38589.2466746511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991439.155356293,121880.429103301,138926.602994419,0,0,0,0,0,0,0,0,92110.6144563622,0,0,0,0,106995.521779831,991439.155356293
"101","Malomba",0,0,"Oui","M61","M","Molapa_MA",NA,"Enfant",0,0,0,0,0,12972.1312867542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328.28308549739,0,0,0,0,0,38589.2466746511,120714.687162654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13335.8780184324,0,0,0,0,0,13335.8780184324,120714.687162654
"102","Atanga",0,1,"Non","M177","F","Macao",NA,"Adulte",0,0,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,3761.25540820606,4046.18989633476,6995.97727717917,0,0,0,0,0,0,0,0,0,108144.948418122,0,0,95909.3469828529,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,80522.0878234565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820.7070825687,108144.948418122
"103","Mopendé",0,1,"Non","M39","M","Papé",5,"Adulte",3761.25540820606,4604.49087805054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7105.29756068189,0,0,0,0,0,5854.89421936622,31106.7974446578
"104","Kakélo1",0,0,"Oui","M147","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"105","Boua1",0,1,"Non","M67","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48740.7224788328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22611.5407632446,0,0,0,0,0,10038.0800338818,48740.7224788328
"106","Atanga",0,1,"Non","M171","F","Macao",4,"Adulte",0,0,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,3761.25540820606,4046.18989633476,6995.97727717917,16961.3778610414,16892.6238053873,0,0,0,0,0,0,0,108144.948418122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,80522.0878234565,0,0,32571.7269187918,0,0,70533.4263583732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13414.890310879,108144.948418122
"107","Kakélo3",0,0,"Oui","M149","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51588.0979370855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27976.1997277971,0,0,0,0,0,39782.1488324413,51588.0979370855
"108","Kakélo6",0,1,"Non","M159","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,0,2796.94375733602,2341.8448165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79143.7079046463,0,0,0,0,10323.2572939251,79143.7079046463
"109","Moyimbi",0,0,"Oui","M3","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8325.18714944852,0,0,0,0,0,21664.4863618594,35003.7855742702
"110","Moyimbi",0,0,"Oui","M6","M","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,35003.7855742702
"111","Kakélo4",0,0,"Oui","M118","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,11509.7489234474
"112","Bateké2",1,1,"Non","M16","F","Moudjanda",NA,"Personne âgée",0,13165.7680084803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26986.3058374308,0,0,0,0,0,20702.8091778309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103965.669291493,0,0,0,0,23844.5575076308,103965.669291493
"113","Molapa_MA",0,0,"Oui","M23","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22094.6699141686,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23856.6692375096,25618.6685608506
"114","Boua2",0,0,"Oui","M129","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"115","Atanga",0,0,"Non","M176","F","Thanry",0,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92437.1250102338,0,0,0,0,62504.4259645128,92437.1250102338
"116","Papé",0,0,"Oui","M47","F","Loundoungou",NA,"Enfant",0,0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795.34338897457,34925.8157462238,120742.710053692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159481.515967249,0,0,34925.8157462238,159481.515967249
"117","Molapa_MA",0,1,"Non","M19","F","Bangui",NA,"Adulte",0,0,0,0,0,0,2354.70991101907,5503.53725419411,0,0,0,0,0,0,0,0,0,0,0,0,118055.666746253,109043.327784915,101050.845247186,0,0,0,0,0,0,0,0,0,63337.1112124924,0,22094.6699141686,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44477.8898866715,118055.666746253
"118","Boua1",1,1,"Non","M62","M","Bangui",5,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,91195.6654036681,94999.900951864,86401.3595411749,79128.5094475058,0,0,0,0,125796.580993017,0,0,0,0,40825.8113128382,0,0,0,0,0,0,0,48740.7224788328,120157.229845649,0,54109.1673271042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44783.2668958355,125796.580993017
"119","Kakélo2",0,0,"Oui","M86","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31218.3545378526,51756.9057453129
"120","Boua1",0,1,"Non","M69","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48740.7224788328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89004.8307634215,0,0,0,0,48740.7224788328,89004.8307634215
"121","Kakélo1",0,0,"Oui","M146","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52276.2931404123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28379.276640734,0,0,0,0,0,40327.7848905732,52276.2931404123
