"residence_camp","ref","sex","birthplace","age","name","distance","activity","region"
"Kombo2","E127","F","Enyelle","Adolescent","V57",44298.536996589,"fam_visit","enyelle"
"Bopongo","E129","M","Boyelé","Adulte","V42",41727.1422015395,"fam_visit","enyelle"
"Essembo3","E13","M","Bétou","Adulte","V49",31907.5396058015,"fam_visit","enyelle"
"Bopongo","E137","M","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E142","F","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E143","F","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E145","M","Enyelle","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Coconacoco1","E148","M","Enyelle","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Coconacoco1","E158","F","Enyelle","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Coconacoco1","E161","F","Bongoye","Adolescent","V36",53266.426700519,"fam_visit","enyelle"
"Coconacoco1","E162","F","Enyelle","Personne âgée","V22",13984.8613850432,"fam_visit","enyelle"
"Coconacoco1","E164","M","Mimbelli","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Coconacoco1","E176","M","Coconacoco1","Adulte","V51",24242.0491909355,"fam_visit","enyelle"
"Kombo3","E177","F","Enyelle","Adulte","V42",39195.5723493091,"fam_visit","enyelle"
"Essembo4","E18","F","Enyelle","Personne âgée","V8",6208.26797882981,"fam_visit","enyelle"
"Essembo4","E18","F","Enyelle","Personne âgée","V22",16093.2466025043,"fam_visit","enyelle"
"Kombo2","E182","F","Enyelle","Adulte","V51",25823.6831635475,"fam_visit","enyelle"
"Kombo2","E186","F","Kombo1","Adulte","V51",25823.6831635475,"fam_visit","enyelle"
"Bopongo","E197","F","Bissambi","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Essembo3","E20","F","Bétou","Adulte","V49",31907.5396058015,"fam_visit","enyelle"
"Bopongo","E200","F","Mimbelli","Adulte","V43",34279.7378552076,"fam_visit","enyelle"
"Bopongo","E201","F","Bissambi","Personne âgée","V43",34279.7378552076,"fam_visit","enyelle"
"Bopongo","E206","F","Mimbelli","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Bopongo","E210","F","Mimbelli","Adulte","V51",23352.2033650519,"fam_visit","enyelle"
"Coconacoco1","E217","F","Bongoye","Personne âgée","V51",24242.0491909355,"fam_visit","enyelle"
"Essembo4","E22","M","Enyelle","Adulte","V49",31469.0731061682,"fam_visit","enyelle"
"Coconacoco1","E225","M","Coconacoco1","Adulte","V43",33392.0266317909,"fam_visit","enyelle"
"Coconacoco1","E231","M","Enyelle","Personne âgée","V50",68181.0915340655,"fam_visit","enyelle"
"Coconacoco2","E240","F","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E241","F","Coconacoco2","Personne âgée","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E242","F","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E243","M","Enyelle","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V43",33475.606540725,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V46",58031.9263976611,"fam_visit","enyelle"
"Coconacoco2","E248","F","Bongoye","Personne âgée","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E252","F","Enyelle","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E254","F","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E255","M","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Essembo5","E26","M","Enyelle","Adulte","V8",6416.19675699656,"fam_visit","enyelle"
"Essembo5","E26","M","Enyelle","Adulte","V21",3830.37750086137,"fam_visit","enyelle"
"Coconacoco2","E261","F","Enyelle","Adulte","V22",14261.7121923816,"fam_visit","enyelle"
"Coconacoco2","E261","F","Enyelle","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E262","M","Mimbelli","Adulte","V22",14261.7121923816,"fam_visit","enyelle"
"Coconacoco2","E269","M","Mimbelli","Personne âgée","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E276","F","","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Coconacoco2","E276","F","","Adulte","V54",111968.812028574,"fam_visit","enyelle"
"Coconacoco2","E279","M","Mimbelli","Adulte","V51",24042.5825917711,"fam_visit","enyelle"
"Essembo5","E31","M","Enyelle","Personne âgée","V49",31120.4141754541,"fam_visit","enyelle"
"Essembo1","E32","M","Essembo1","Adulte","V22",16927.0406866605,"fam_visit","enyelle"
"Essembo1","E34","F","Enyelle","Personne âgée","V50",48564.3659262619,"fam_visit","enyelle"
"Essembo1","E36","F","Enyelle","Adolescent","V44",13380.3346973944,"fam_visit","enyelle"
"Essembo1","E37","F","Enyelle","Personne âgée","V8",6760.86337963812,"fam_visit","enyelle"
"Essembo1","E37","F","Enyelle","Personne âgée","V14",3688.10490229406,"fam_visit","enyelle"
"Misseké","E41","F","Essembo","Adulte","V50",52247.007957094,"fam_visit","enyelle"
"Misseké","E44","F","Enyelle","Adulte","V50",52247.007957094,"fam_visit","enyelle"
"Mossomé","E45","M","Bétou","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V23",11928.8761232257,"fam_visit","enyelle"
"Mossomé","E48","F","","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Mossomé","E50","F","Landza","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Mossomé","E50","F","Landza","Adulte","V50",55204.0192265266,"fam_visit","enyelle"
"Lokoko6","E51","F","Bétou","Adulte","V50",57488.0439046715,"fam_visit","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V22",13540.9661181204,"fam_visit","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V24",11330.0407566691,"fam_visit","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V50",57704.3797569828,"fam_visit","enyelle"
"Mossomé","E62","F","Enyelle","Adulte","V50",55204.0192265266,"fam_visit","enyelle"
"Lokoko6","E63","M","Enyelle","Personne âgée","V49",36455.3364552399,"fam_visit","enyelle"
"Lokoko6","E63","M","Enyelle","Personne âgée","V50",57488.0439046715,"fam_visit","enyelle"
"Mossomé","E64","M","Enyelle","Adulte","V49",33560.7270311558,"fam_visit","enyelle"
"Lokoko2","E65","F","Enyelle","Personne âgée","V50",57704.3797569828,"fam_visit","enyelle"
"Lokoko6","E71","F","Enyelle","Personne âgée","V49",36455.3364552399,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V24",12558.5599269666,"fam_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V24",12558.5599269666,"fam_visit","enyelle"
"Lokoko1","E76","F","Enyelle","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko1","E78","M","Bétou","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko4","E80","F","Lokoko4","Adulte","V50",57588.5026928918,"fam_visit","enyelle"
"Lokoko4","E81","M","Lokoko4","Adulte","V50",57588.5026928918,"fam_visit","enyelle"
"Lokoko2","E83","F","Lokoko2","Adulte","V50",57704.3797569828,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V14",6773.35981556746,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V22",13746.0410701778,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V24",12558.5599269666,"fam_visit","enyelle"
"Lokoko1","E84","F","Enyelle","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko4","E92","F","Lokoko4","Adulte","V50",57588.5026928918,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V9",4346.94636745387,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V23",15718.5034083042,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V36",59944.2698721518,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V50",58938.5189839516,"fam_visit","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V65",119542.267566495,"fam_visit","enyelle"
"Lokoko1","E96","F","Bangui_CAR","Personne âgée","V50",58938.5189839516,"fam_visit","enyelle"
"Molapa_EN","E108","F","Enyelle","Adulte","V43",31467.7823180439,"fish","enyelle"
"Likeko","E11","M","","Adulte","V21",12387.8460156948,"fish","enyelle"
"Essembo4","E18","F","Enyelle","Personne âgée","V14",3255.60333069605,"fish","enyelle"
"Kombo2","E185","F","Enyelle","Adulte","V43",31751.9115183544,"fish","enyelle"
"Lokoko6","E2","F","Enyelle","Personne âgée","V23",14256.8995803071,"fish","enyelle"
"Lokoko6","E2","F","Enyelle","Personne âgée","V24",11112.7556506255,"fish","enyelle"
"Misseké","E44","F","Enyelle","Adulte","V21",4559.5399994455,"fish","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V20",6536.0427737522,"fish","enyelle"
"Mossomé","E47","F","Enyelle","Adulte","V21",5613.02749991611,"fish","enyelle"
"Mossomé","E48","F","","Adulte","V20",6536.0427737522,"fish","enyelle"
"Mossomé","E48","F","","Adulte","V21",5613.02749991611,"fish","enyelle"
"Mossomé","E50","F","Landza","Adulte","V20",6536.0427737522,"fish","enyelle"
"Mossomé","E50","F","Landza","Adulte","V21",5613.02749991611,"fish","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V14",5391.86807314013,"fish","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V21",8648.48675565143,"fish","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V20",9385.14234992548,"fish","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V21",8648.48675565143,"fish","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V23",14348.3944236845,"fish","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V24",11217.2410563305,"fish","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V14",5518.2859045766,"fish","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V20",9523.72924754474,"fish","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V21",8792.51599785608,"fish","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V23",14470.0891233364,"fish","enyelle"
"Lokoko4","E59","F","Enyelle","Adulte","V14",5391.86807314013,"fish","enyelle"
"Lokoko6","E63","M","Enyelle","Personne âgée","V14",5309.27679603882,"fish","enyelle"
"Lokoko6","E63","M","Enyelle","Personne âgée","V21",8634.60040933234,"fish","enyelle"
"Lokoko2","E65","F","Enyelle","Personne âgée","V14",5518.2859045766,"fish","enyelle"
"Lokoko2","E68","F","Enyelle","Adulte","V14",5518.2859045766,"fish","enyelle"
"Lokoko6","E72","M","Essembo","Adolescent","V24",11112.7556506255,"fish","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V8",4264.92748973284,"fish","enyelle"
"Lokoko1","E78","M","Bétou","Adulte","V14",6773.35981556746,"fish","enyelle"
"Lokoko4","E80","F","Lokoko4","Adulte","V20",9385.14234992548,"fish","enyelle"
"Lokoko4","E81","M","Lokoko4","Adulte","V21",8648.48675565143,"fish","enyelle"
"Lokoko2","E83","F","Lokoko2","Adulte","V21",8792.51599785608,"fish","enyelle"
"Lokoko2","E83","F","Lokoko2","Adulte","V22",13610.515697868,"fish","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V14",6773.35981556746,"fish","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V21",9956.84261502838,"fish","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V64",217550.134659344,"fish","enyelle"
"Lokoko1","E97","F","Bétou","Adulte","V8",4264.92748973284,"fish","enyelle"
"Sobé","E105","F","Enyelle","Adulte","V27",3079.55857038282,"friend_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V27",2531.45169856961,"friend_visit","enyelle"
"Kombo2","E115","F","Enyelle","Adolescent","V31",285.522497887588,"friend_visit","enyelle"
"Kombo2","E115","F","Enyelle","Adolescent","V32",2616.32902109827,"friend_visit","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V31",285.522497887588,"friend_visit","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V46",58543.9197384673,"friend_visit","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V49",42169.0688285627,"friend_visit","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V51",23352.2033650519,"friend_visit","enyelle"
"Mossomé","E48","F","","Adulte","V8",119.547542998177,"friend_visit","enyelle"
"Mossomé","E48","F","","Adulte","V14",3147.6351801515,"friend_visit","enyelle"
"Lokoko6","E51","F","Bétou","Adulte","V14",5309.27679603882,"friend_visit","enyelle"
"Lokoko1","E73","M","Bétou","Adulte","V14",6773.35981556746,"friend_visit","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V42",39271.8686010244,"gather","enyelle"
"Kombo2","E121","F","Enyelle","Adulte","V33",72531.4615556838,"gather","enyelle"
"Kombo2","E127","F","Enyelle","Adolescent","V33",72531.4615556838,"gather","enyelle"
"Coconacoco1","E147","F","Bongoye","Adulte","V36",53266.426700519,"gather","enyelle"
"Coconacoco2","E266","F","Enyelle","Adulte","V27",868.079923404573,"gather","enyelle"
"Coconacoco2","E266","F","Enyelle","Adulte","V51",24042.5825917711,"gather","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V8",2949.24102587956,"gather","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V9",3041.62338638196,"gather","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V8",2949.24102587956,"gather","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V9",3041.62338638196,"gather","enyelle"
"Lokoko4","E54","F","Mokinda","Personne âgée","V14",5391.86807314013,"gather","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V8",3093.35346390866,"gather","enyelle"
"Lokoko2","E58","M","Bétou","Adulte","V9",3185.72510238498,"gather","enyelle"
"Lokoko4","E59","F","Enyelle","Adulte","V8",2949.24102587956,"gather","enyelle"
"Lokoko4","E59","F","Enyelle","Adulte","V9",3041.62338638196,"gather","enyelle"
"Lokoko4","E60","F","Enyelle","Adolescent","V8",2949.24102587956,"gather","enyelle"
"Lokoko4","E60","F","Enyelle","Adolescent","V9",3041.62338638196,"gather","enyelle"
"Lokoko2","E65","F","Enyelle","Personne âgée","V8",3093.35346390866,"gather","enyelle"
"Lokoko2","E65","F","Enyelle","Personne âgée","V9",3185.72510238498,"gather","enyelle"
"Lokoko2","E68","F","Enyelle","Adulte","V9",3185.72510238498,"gather","enyelle"
"Lokoko6","E72","M","Essembo","Adolescent","V8",2942.11707650757,"gather","enyelle"
"Lokoko2","E83","F","Lokoko2","Adulte","V8",3093.35346390866,"gather","enyelle"
"Lokoko2","E83","F","Lokoko2","Adulte","V9",3185.72510238498,"gather","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V24",12558.5599269666,"gather","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V39",114738.566813808,"gather","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V22",12529.2540501189,"hunt","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V37",273647.966567597,"hunt","enyelle"
"Kombo2","E114","M","Dongou","Adulte","V45",15983.4582454408,"hunt","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V9",13287.3931577771,"hunt","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V22",14843.8214571404,"hunt","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V23",25190.9677332211,"hunt","enyelle"
"Kombo2","E184","M","Enyelle","Adulte","V22",12529.2540501189,"hunt","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V20",9385.14234992548,"hunt","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V23",14348.3944236845,"hunt","enyelle"
"Lokoko4","E53","M","Enyelle","Adulte","V24",11217.2410563305,"hunt","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V37",282759.041049034,"hunt","enyelle"
"Bopongo","E130","M","Enyelle","Adulte","V36",53909.0066606627,"just_visit","enyelle"
"Bopongo","E142","F","Enyelle","Adulte","V31",2813.93587762802,"just_visit","enyelle"
"Coconacoco1","E164","M","Mimbelli","Adulte","V31",1924.38521307363,"just_visit","enyelle"
"Kombo3","E177","F","Enyelle","Adulte","V43",31667.9184107686,"just_visit","enyelle"
"Kombo2","E186","F","Kombo1","Adulte","V42",39271.8686010244,"just_visit","enyelle"
"Coconacoco1","E215","F","Enyelle","Personne âgée","V51",24242.0491909355,"just_visit","enyelle"
"Coconacoco1","E225","M","Coconacoco1","Adulte","V51",24242.0491909355,"just_visit","enyelle"
"Coconacoco1","E235","M","Enyelle","Adulte","V41",127962.015700203,"just_visit","enyelle"
"Coconacoco1","E235","M","Enyelle","Adulte","V51",24242.0491909355,"just_visit","enyelle"
"Coconacoco1","E236","F","Enyelle","Adulte","V51",24242.0491909355,"just_visit","enyelle"
"Coconacoco2","E268","F","","Personne âgée","V51",24042.5825917711,"just_visit","enyelle"
"Coconacoco2","E279","M","Mimbelli","Adulte","V41",127770.29352969,"just_visit","enyelle"
"Essembo5","E31","M","Enyelle","Personne âgée","V51",36959.3648044907,"just_visit","enyelle"
"Lokoko6","E63","M","Enyelle","Personne âgée","V8",2942.11707650757,"just_visit","enyelle"
"Lokoko4","E81","M","Lokoko4","Adulte","V51",29044.3763270482,"just_visit","enyelle"
"Lokoko1","E102","F","Enyelle","Adulte","V50",58938.5189839516,"live","enyelle"
"Kombo1","E167","F","Kombo3","Personne âgée","V44",7005.84173453645,"live","enyelle"
"Kombo3","E173","M","Kombo3","Adulte","V44",7093.19336956691,"live","enyelle"
"Kombo3","E177","F","Enyelle","Adulte","V51",25912.7851588169,"live","enyelle"
"Kombo3","E178","F","Molapa_EN","Adulte","V51",25912.7851588169,"live","enyelle"
"Kombo3","E180","F","Enyelle","Adulte","V44",7093.19336956691,"live","enyelle"
"Kombo3","E180","F","Enyelle","Adulte","V51",25912.7851588169,"live","enyelle"
"Kombo2","E185","F","Enyelle","Adulte","V49",40023.6226106578,"live","enyelle"
"Kombo2","E186","F","Kombo1","Adulte","V43",31751.9115183544,"live","enyelle"
"Essembo3","E19","F","Bétou","Personne âgée","V50",48705.5734973461,"live","enyelle"
"Bopongo","E194","F","Mimbelli","Adulte","V51",23352.2033650519,"live","enyelle"
"Bopongo","E197","F","Bissambi","Adulte","V43",34279.7378552076,"live","enyelle"
"Bopongo","E197","F","Bissambi","Adulte","V46",58543.9197384673,"live","enyelle"
"Bopongo","E199","M","Djoubé","Adulte","V44",6708.88196601732,"live","enyelle"
"Bopongo","E200","F","Mimbelli","Adulte","V51",23352.2033650519,"live","enyelle"
"Bopongo","E201","F","Bissambi","Personne âgée","V51",23352.2033650519,"live","enyelle"
"Bopongo","E203","F","","Personne âgée","V44",6708.88196601732,"live","enyelle"
"Bopongo","E205","M","Midjoukou","Personne âgée","V51",23352.2033650519,"live","enyelle"
"Coconacoco1","E217","F","Bongoye","Personne âgée","V44",6652.88690832192,"live","enyelle"
"Coconacoco1","E236","F","Enyelle","Adulte","V44",6652.88690832192,"live","enyelle"
"Essembo5","E26","M","Enyelle","Adulte","V50",48813.3500377645,"live","enyelle"
"Essembo5","E29","F","Enyelle","Adulte","V44",13219.8201201152,"live","enyelle"
"Essembo1","E32","M","Essembo1","Adulte","V50",48564.3659262619,"live","enyelle"
"Essembo1","E34","F","Enyelle","Personne âgée","V44",13380.3346973944,"live","enyelle"
"Misseké","E44","F","Enyelle","Adulte","V44",9716.33069989258,"live","enyelle"
"Mossomé","E45","M","Bétou","Adulte","V50",55204.0192265266,"live","enyelle"
"Lokoko6","E72","M","Essembo","Adolescent","V14",5309.27679603882,"live","enyelle"
"Lokoko1","E78","M","Bétou","Adulte","V44",3019.91995986196,"live","enyelle"
"Lokoko2","E83","F","Lokoko2","Adulte","V23",14470.0891233364,"live","enyelle"
"Lokoko1","E94","M","Enyelle","Adulte","V43",35454.1153774997,"live","enyelle"
"Boua2","M130","M","Bangui","Adulte","V22",86475.3939933409,"dance","macao"
"Boua2","M130","M","Bangui","Adulte","V33",40909.4204302595,"dance","macao"
"Kakélo6","M103","M","Bangui","Adulte","V40",22658.7100423075,"dance","macao"
"Kakélo2","M131","M","Bangui","Adulte","V19",2341.8448165916,"dance","macao"
"Kakélo6","M104","F","Bangui","Adulte","V40",22658.7100423075,"dance","macao"
"Boua1","M90","F","Bangui","Adulte","V41",48740.7224788328,"fam_visit","macao"
"Kakélo6","M111","F","Bangui","Adulte","V41",50376.2539772928,"fam_visit","macao"
"Kakélo5","M142","M","Bangui","Adolescent","V11",10120.0868718259,"fam_visit","macao"
"Boua2","M130","M","Bangui","Adulte","V52",48817.1425292464,"fam_visit","macao"
"Mopendé","M36","F","Papé","Personne âgée","V35",16600.904756644,"fam_visit","macao"
"Bateké2","M15","F","Maca","Adolescent","V1",13207.5851184748,"fam_visit","macao"
"Moyimbi","M2","M","Dongou","Adulte","V21",108418.047006884,"fam_visit","macao"
"Boua2","M74","M","Bangui","Adulte","V44",54223.313255282,"fam_visit","macao"
"Bakouengué","M26","F","Macao","Adulte","V35",23900.5982679839,"fam_visit","macao"
"Movossovosso","M81","M","Dongou","Personne âgée","V28",124896.55965898,"fam_visit","macao"
"Boua2","M127","F","Bangui","Adulte","V11",179.958241540146,"fam_visit","macao"
"Papé","M49","F","Papé","Adolescent","V41",34925.8157462238,"fam_visit","macao"
"Kakélo6","M103","M","Bangui","Adulte","V21",96471.9191831083,"fam_visit","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V21",119852.135101528,"fam_visit","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V33",65289.7993787792,"fam_visit","macao"
"Kakélo6","M150","M","Macao","Adulte","V41",50376.2539772928,"fam_visit","macao"
"Mopendé","M33","M","Papé","Personne âgée","V9",3837.0658469564,"fam_visit","macao"
"Mopendé","M33","M","Papé","Personne âgée","V21",112567.302450811,"fam_visit","macao"
"Mopendé","M33","M","Papé","Personne âgée","V28",143078.520478858,"fam_visit","macao"
"Malomba","M55","M","Bangui","Personne âgée","V9",3665.17937187599,"fam_visit","macao"
"Atanga","M177","F","Macao","Adulte","V9",4046.18989633476,"fam_visit","macao"
"Atanga","M177","F","Macao","Adulte","V20",108144.948418122,"fam_visit","macao"
"Atanga","M177","F","Macao","Adulte","V35",16245.3167618125,"fam_visit","macao"
"Atanga","M171","F","Macao","Adulte","V35",16245.3167618125,"fam_visit","macao"
"Atanga","M171","F","Macao","Adulte","V38",80522.0878234565,"fam_visit","macao"
"Atanga","M171","F","Macao","Adulte","V44",70533.4263583732,"fam_visit","macao"
"Kakélo6","M159","F","Bangui","Adulte","V14",2796.94375733602,"fam_visit","macao"
"Molapa_MA","M19","F","Bangui","Adulte","V22",109043.327784915,"fam_visit","macao"
"Atanga","M170","F","Macao","Personne âgée","V35",16245.3167618125,"fam_visit","macao"
"Malomba","M56","F","Macao","Personne âgée","V9",3665.17937187599,"fam_visit","macao"
"Kakélo1","M139","M","Bangui","Adulte","V38",80023.9692795281,"fam_visit","macao"
"Molapa_MA","M18","M","Macao","Adulte","V21",118055.666746253,"fam_visit","macao"
"Molapa_MA","M18","M","Macao","Adulte","V22",109043.327784915,"fam_visit","macao"
"Bateké2","M14","M","Bangui","Adulte","V35",26986.3058374308,"fam_visit","macao"
"Kakélo4","M119","F","Bangui","Adolescent","V18",274.674893840174,"fish","macao"
"Boua2","M130","M","Bangui","Adulte","V13",2139.85027524602,"fish","macao"
"Boua2","M130","M","Bangui","Adulte","V14",9011.84018413536,"fish","macao"
"Boua2","M130","M","Bangui","Adulte","V15",8919.50767534176,"fish","macao"
"Boua2","M130","M","Bangui","Adulte","V17",9863.62628293346,"fish","macao"
"Boua2","M130","M","Bangui","Adulte","V41",48714.5232436876,"fish","macao"
"Boua2","M126","M","Bangui","Adulte","V13",2139.85027524602,"fish","macao"
"Boua2","M127","F","Bangui","Adulte","V13",2139.85027524602,"fish","macao"
"Boua1","M137","F","Dongou","Adulte","V13",2306.38930255378,"fish","macao"
"Kakélo1","M97","F","Bangui","Adulte","V13",6877.51579948087,"fish","macao"
"Atanga","M172","F","Macao","Adolescent","V4",13414.890310879,"fish","macao"
"Atanga","M172","F","Macao","Adolescent","V5",13207.5851184748,"fish","macao"
"Boua2","M122","F","Bangui","Adulte","V13",2139.85027524602,"fish","macao"
"Boua1","M67","M","Bangui","Adulte","V15",9085.00963425744,"fish","macao"
"Boua1","M67","M","Bangui","Adulte","V16",9540.52380693512,"fish","macao"
"Boua1","M67","M","Bangui","Adulte","V17",10038.0800338818,"fish","macao"
"Boua1","M67","M","Bangui","Adulte","V18",10120.0868718259,"fish","macao"
"Boua1","M67","M","Bangui","Adulte","V19",10411.3955637844,"fish","macao"
"Atanga","M176","F","Thanry","Adolescent","V2",1189.62061529255,"fish","macao"
"Boua1","M69","M","Bangui","Adulte","V13",2306.38930255378,"fish","macao"
"Atanga","M170","F","Macao","Personne âgée","V4",13414.890310879,"fish","macao"
"Atanga","M170","F","Macao","Personne âgée","V5",13207.5851184748,"fish","macao"
"Boua2","M121","M","Bangui","Adulte","V14",9011.84018413536,"fish","macao"
"Boua2","M121","M","Bangui","Adulte","V15",8919.50767534176,"fish","macao"
"Boua2","M121","M","Bangui","Adulte","V16",9372.23789720004,"fish","macao"
"Kakélo1","M145","F","Bangui","Adulte","V13",6877.51579948087,"fish","macao"
"Kakélo6","M153","M","Bangui","Adulte","V13",8148.95067736465,"fish","macao"
"Kakélo6","M104","F","Bangui","Adulte","V12",10235.1190240658,"fish","macao"
"Kakélo6","M104","F","Bangui","Adulte","V15",2341.8448165916,"fish","macao"
"Kakélo6","M104","F","Bangui","Adulte","V18",349.832173975241,"fish","macao"
"Boua2","M136","F","Bangui","Adulte","V13",2139.85027524602,"fish","macao"
"Kakélo3","M148","F","Bangui","Adulte","V13",7234.46642718377,"fish","macao"
"Kakélo6","M151","F","Bangui","Adulte","V18",349.832173975241,"friend_visit","macao"
"Kakélo4","M167","M","Bangui","Adulte","V15",1750.38603825094,"friend_visit","macao"
"Kakélo4","M167","M","Bangui","Adulte","V22",88723.4461560168,"friend_visit","macao"
"Kakélo6","M111","F","Bangui","Adulte","V16",1797.2539444575,"friend_visit","macao"
"Kakélo5","M142","M","Bangui","Adolescent","V12",9944.53369670127,"friend_visit","macao"
"Kakélo4","M162","F","Bangui","Adulte","V18",274.674893840174,"friend_visit","macao"
"Boua2","M130","M","Bangui","Adulte","V11",179.958241540146,"friend_visit","macao"
"Boua2","M126","M","Bangui","Adulte","V11",179.958241540146,"friend_visit","macao"
"Boua1","M68","F","Bangui","Adulte","V12",179.958241540146,"friend_visit","macao"
"Bakouengué","M32","F","Bayanga","Adulte","V6",2354.70991101907,"friend_visit","macao"
"Bateké2","M15","F","Maca","Adolescent","V2",13165.7680084803,"friend_visit","macao"
